userName,score,at,content,sentimen
Bujang Lembur,5,2024-02-09 23:17:57,"terima kasih dana,dengan apk dana jadi mudah segala urusan...",POSITIVE
Rafli rekap,1,2024-02-09 23:16:44,baik,POSITIVE
Lilis Wlsari,4,2024-02-09 23:13:26,bagusss,POSITIVE
Rudihatono Hartono,5,2024-02-09 23:06:03,Oke,NEGATIVE
Mahros Mac,1,2024-02-09 23:01:05,"Jangan pakai aplikasi ini tidak bertanggung jawab apabila ada uang gagal transfer, jadi uang saya hilang, mengecewakan",NEGATIVE
Indra Sudarmaji,5,2024-02-09 22:58:17,good,NEGATIVE
Zeje Chatro,5,2024-02-09 22:58:09,"Aplikasi simpan uang yang sangat jelek. Uang di saldo tiba2 hilang. Pengamanannya buruk, masih bisa di hack.",NEGATIVE
Si O Oyots23,5,2024-02-09 22:54:39,mantappp,POSITIVE
Rika Merlina,1,2024-02-09 22:54:30,"Mau minta bantuan upgrade malah uang saya ke sedot 1,5jt dia bilang jika saya isi saldo lagi saldo saya akan muncul otomatis nyatanya saldo saya ga akan muncul lagi, ini permainan orang dalam kayaknya bukan sembarang orang. Saya kecewa",NEGATIVE
Hasan Maulidi,5,2024-02-09 22:53:12,sanggar membantu dgn adanya dana karna lewat HP kita bisa downlod apk tanpa harus ke bank makasihh dana,NEUTRAL
Dylan,1,2024-02-09 22:52:32,kacau mau ganti no aja susah selalu ada tulisan akun anda sedang di proteksi padhal akun saya itu jelas² mohon di perbaiki sesegera mungkin min,NEGATIVE
Rika 246,2,2024-02-09 22:50:03,Kenapa sih Proses upgrade ke dana premium rumit....... dikarenakan KTP buram tidak jelas........,NEGATIVE
Rajab Zulviqar,5,2024-02-09 22:46:53,slmt hr imlek,NEUTRAL
windiaa 0804,4,2024-02-09 22:43:04,saya belum pernah menggunakan KTP saya untuk update ke dana premium tapi kok keterangan nya saya pernah menggunakan KTP saya untuk dana premium,NEUTRAL
Siti Masturoh,1,2024-02-09 22:41:38,"Dana parah banyak penipuan nya.. Kemaren saya dm akun resmi dana buat minta bantuan eh gak lama mlh akun fake yg dm ngirim link² gitu terus gak tau nya mlh saldo saya keambil 1,5jt.. Parah sih, permainan org dalam ini,, banyak mafia² nya di dana",NEGATIVE
Isngad Fuadi,5,2024-02-09 22:40:05,good,NEGATIVE
Rifqi Almughni,1,2024-02-09 22:37:31,Keamanan kurang ..saldo saya habis di bobol peretas padahal sudah pake pengaman di akun dananya malah sekarang bisa di gunakan orang lain..,NEGATIVE
Fatahuddin Farel,5,2024-02-09 22:35:49,saya suk,NEGATIVE
Royan Royan,5,2024-02-09 22:34:30,Sangat membantu dan mudah di gunakan,POSITIVE
Zainal Abidin,5,2024-02-09 22:31:59,semakin jos.pokok nya😄😄 memudahkan ku untuk transaksi,POSITIVE
Jhny Sptraji,1,2024-02-09 22:26:58,"gajadi bintang 5,gabisa login dana, csnya ga membantu suruh verifikasi tpi gaada notif klo gaada notif suruh cek kotak masuk sedangkan kotak masuk adanya ketika sudah login, diliat settingan hpnya pun notif nyala, mana masih ada saldonya di dana tpi gabisa dibuka",NEUTRAL
Forlan Boy,1,2024-02-09 22:25:27,Kenapa aplikasih dana tidak tampil di layar,NEGATIVE
Aji Saputra,5,2024-02-09 22:20:18,Saya gak bisa mem buka aplikasi Dana,NEUTRAL
Dheno 2511,5,2024-02-09 22:19:16,Mantap apk dana sangat membantu,POSITIVE
Bang Herlan,5,2024-02-09 22:16:17,sangat puas,POSITIVE
Den Rifky,5,2024-02-09 22:14:53,sangat membantu,POSITIVE
Zehragunes Gunes,5,2024-02-09 22:14:32,siip,NEGATIVE
Iseng Hungkul,4,2024-02-09 22:09:55,Sering nge bug ketika buka apk nya,NEGATIVE
Agus Puspito,2,2024-02-09 22:07:35,"Saya mau tanya, apakah aplikasi ini bisa menerima pengiriman uang secara Internasional atau dari luar negara manapun, diseluruh dunia apa tidak ya?",NEUTRAL
Isna hawari,5,2024-02-09 22:07:30,perfect,POSITIVE
Eko Wahyudi,5,2024-02-09 22:07:24,mantap,POSITIVE
Moch saepul Bakhri,5,2024-02-09 22:02:45,Bagus,POSITIVE
Lekat Lekat,5,2024-02-09 21:56:08,Sangat bagus,POSITIVE
Dik Doang,5,2024-02-09 21:55:56,Top,POSITIVE
endang kurniawati,5,2024-02-09 21:52:39,"sangat bagus, semua transaksi jadi mudah dan murah, tp untuk layanan bli token agak mahal adminnya daripada di indomaret dan alfamart",POSITIVE
Dimas Nugroho,1,2024-02-09 21:50:13,"dana makin kesini makin kesana, segala ada verifikasi yg ribet pula. saya mau masukin akun dana di hp yg baru harus balik ke hp yg lama buat verifikasi, pas dah balik di hp lama malah di suruh verifikasi lagi. jadi cara masuk ke akun dana nya gimn ini!!",NEGATIVE
Afthar Zaki,1,2024-02-09 21:48:48,"Dana saya d kuras habis..buat laporan ke ga ada tanggapan...mohon pihak dana ada pertanggung jawaban atas semuah yang terjadi, bukan hanya saya mungkin ratusan atau ribuan orang banyak mengalami hal seperti saya...dana sudah tidak amanah",NEGATIVE
Ray Gung Kasa Manuaba,5,2024-02-09 21:46:36,bagus,POSITIVE
Taufik Ismati,5,2024-02-09 21:46:23,ajib,NEGATIVE
Riz Ky,5,2024-02-09 21:46:02,mantap,POSITIVE
Bollan .36,5,2024-02-09 21:43:22,Bagus,POSITIVE
Efendi Maulana,5,2024-02-09 21:42:56,mantap dan nyaman,POSITIVE
Arief,5,2024-02-09 21:41:51,ok,NEGATIVE
Muhamad Kosasih,1,2024-02-09 21:36:47,Bantu nomer telpon saya sudah tidak aktif lagi mau masuk tidak bisa karena tidak nerima kode,NEGATIVE
Ulum Miftach,3,2024-02-09 21:35:42,masih pemula menggunakan aplikasi ini,NEUTRAL
feri zal,5,2024-02-09 21:32:45,Best,POSITIVE
Aris Fauzan,5,2024-02-09 21:31:05,cukup praktis simpel mantap aplikasi dana ini,POSITIVE
Bagas Fajar,1,2024-02-09 21:19:38,Makin kesini makin gajelas dengan keamanan Aplikasi ini.. SALDO SAYA HILANG dan Pikah DANA Tidak Mau Bertanggung Jawab! Sudah Banyak Yang mengalami lebih baik Jangan Menggunakan Aplikasi ini Lagi,NEGATIVE
Hendradwi Pamungkas,5,2024-02-09 21:14:02,mantap,POSITIVE
Irawan N,5,2024-02-09 21:11:48,👍,POSITIVE
Ardi Saepul Bahri,5,2024-02-09 21:05:06,Butuh dana,POSITIVE
Alonk Lapendos,5,2024-02-09 21:03:19,wort banget lah,NEGATIVE
Bang Torus,1,2024-02-09 21:02:17,setiap donload di hape saya kok kembali trus aplikasi nya tolong min apa masalah nya?,NEGATIVE
Akmal Ansek,5,2024-02-09 20:59:46,Baguss banget,POSITIVE
Irsyad Althaf,5,2024-02-09 20:56:55,sangat membantu dan mempermudah setiap transaksi,POSITIVE
KOSIM THEA,5,2024-02-09 20:50:29,sangat bagus,POSITIVE
Jufri Juf,5,2024-02-09 20:45:44,Bagus,POSITIVE
Aan juju,5,2024-02-09 20:42:55,danaku,POSITIVE
Ali Iqbal ball,1,2024-02-09 20:40:19,"Saya sebagai penguna dana kecewa Saldo hilang saya tiba-tiba,dan sudah terjadi yang ke tiga kalinya,adanya transaksi dilakukan orang lain.untuk anggota lain jangan pakek aplikasi ini lagi yaa.",NEGATIVE
Denny Irawan,1,2024-02-09 20:38:53,makin GAK GENAH APLIKASI DANA. LEMOT LELET TAIK BABI SAMPAI SALAH KIRIM,NEUTRAL
Pitran Pitra,5,2024-02-09 20:37:25,mantap.top.top ok puya dan aman,POSITIVE
Sidik Permana,5,2024-02-09 20:33:32,bagus,POSITIVE
Reza Falevi,1,2024-02-09 20:24:15,"Min saya baru saja memindahkan akun premium ke no lain, tapi akun saya yang premium lama kok jadi ga bisa login. Alasanya akun di proteksi itu sampai jangka waktu berapa lama karna saya ingin pake akun untuk nabung dan satu nya transaksi",NEGATIVE
Subhidudin Subhidudin,5,2024-02-09 20:18:37,kren,POSITIVE
Inur 123,5,2024-02-09 20:15:43,mntap,POSITIVE
Us Man,2,2024-02-09 20:15:31,"tolong di bantu,, masi blum bisa login juga nih",NEUTRAL
Masy Kuri,5,2024-02-09 20:11:01,sangat bermanfaat,POSITIVE
lana maulana,5,2024-02-09 20:04:59,mantap lah,POSITIVE
Ahongg Saputra,1,2024-02-09 20:04:17,Susah buat verifikasi,NEGATIVE
abi dzart,1,2024-02-09 19:59:12,Bos saya uninstal dana pas download lagi terus kode verifikasinya gamasuk masuk lewat SMS,NEUTRAL
Rudy Rachman,5,2024-02-09 19:46:09,Sudah di download tapi tidak bisa di upgred malah erorr,NEGATIVE
Pian Bob,5,2024-02-09 19:42:30,sangat membantu sekali..,POSITIVE
Irpan Tea,5,2024-02-09 19:36:01,terimakasih udah bisa membantu kami,POSITIVE
User User,5,2024-02-09 19:34:26,bagus dan mudah,POSITIVE
Isni Nurhikmah,5,2024-02-09 19:28:53,Semoga,POSITIVE
Alby Alfarizi,3,2024-02-09 19:26:36,Dana playlater,POSITIVE
HENGKY ARIANTO,1,2024-02-09 19:26:31,Kenapa aplikasi gak bisa masuk eheheh malah kepental,NEGATIVE
WIYADI,1,2024-02-09 19:26:22,Kurang aman...saldo saya ilang sia sia...pdhl kan pake pin...masih ke bobol juga,NEGATIVE
Andika Yusup,1,2024-02-09 19:22:36,Sayaa ada fitur dana cicil tapi gk bisa digunakan selalu saldo dana cicil tidak tersediaa tolongg ini jelassin fiturnyaa kenapaa yaa gk bisa digunakan padahal keterangannya bisa digunakan,NEGATIVE
Agustinus,5,2024-02-09 19:16:41,sangat baik,POSITIVE
Ryan Ardiansyah,5,2024-02-09 19:14:23,Bagus,POSITIVE
Muhamad iqbal Iqbal,3,2024-02-09 19:13:31,Tolong dong bank Bjb di ada in min,NEGATIVE
Mega Aira,2,2024-02-09 19:07:59,Top,POSITIVE
Leon,1,2024-02-09 19:05:51,Banyak eror nya,NEGATIVE
Amidermawan dernawan,5,2024-02-09 19:05:26,Semakin ok,POSITIVE
FATUR ROHMAN,1,2024-02-09 19:04:25,Gimana ini dana paylater di akun ku ko ga pernah muncul muncul ya padahal udah lebih dari 1 tahun sering buat transaksi tapi kenapa gak muncul muncul sedangkan punya temen saya udah muncul padahal yang bikin akun dana nya lebih lama saya tapi ko ga muncul muncul,NEGATIVE
Tes Bos,2,2024-02-09 19:03:00,Putri,POSITIVE
Naura Salsabila,5,2024-02-09 19:02:19,Siip,NEGATIVE
Ahmad agung,5,2024-02-09 18:58:55,maksih dana,POSITIVE
Adam Jabar,5,2024-02-09 18:50:08,Saya tidak bisa log in,NEGATIVE
Rosmiati Taba,4,2024-02-09 18:48:35,Baik tapi paylaternya gak ada.,NEGATIVE
Mico Aldiansyah,5,2024-02-09 18:44:53,Bagus sekali,POSITIVE
Tatang Jahitan,5,2024-02-09 18:44:42,puas,POSITIVE
Zahira Bilqis14,5,2024-02-09 18:43:35,okey,NEGATIVE
Anggara Angga,5,2024-02-09 18:40:32,Sangat baik,POSITIVE
dedi samosir,5,2024-02-09 18:40:30,makin bagus,POSITIVE
Rudi Cisara,5,2024-02-09 18:38:18,Bagus,POSITIVE
Husein Lubis,5,2024-02-09 18:38:07,mantap,POSITIVE
Rus Mini,5,2024-02-09 18:35:51,sangat membantuku,POSITIVE
Mahdi,1,2024-02-09 18:35:31,"kenapa saya tidak bisa masuk lagi,,slalu diminta kode OTP terus,,mana kode kagak dikirim kirim,,saldo saya yang di dalam gimana donk,,aneh nie apk",NEGATIVE
Hasbiy Bii,5,2024-02-09 18:32:13,Aplikasi yg mudah untuk dipahami dan sangat bermanfaat untuk kebutuhan sehari-hari,POSITIVE
Anax Mami,5,2024-02-09 18:31:02,okeh,NEGATIVE
Profil Band,1,2024-02-09 18:29:43,"Kecewa akun saya di blok tiba""",NEGATIVE
Iwan Rabany,5,2024-02-09 18:29:28,Ok,POSITIVE
Yulianto Anto,5,2024-02-09 18:27:58,sangat puas,POSITIVE
kamil wahdi,5,2024-02-09 18:24:49,saya ucapkan ok buat dana,POSITIVE
Adi Vivo,5,2024-02-09 18:24:16,Mntap,POSITIVE
Mamah nisa Mamah nisa,3,2024-02-09 18:23:23,Dana saya kena hack di bajak orang,NEGATIVE
pandu winata,3,2024-02-09 18:21:01,"Dana sekarang bikin emosi , sering pending !! Udah gk aman",NEGATIVE
Mar halim,5,2024-02-09 18:20:15,Ter,POSITIVE
Muhammad Dedi,5,2024-02-09 18:14:52,Sangat bagus sekali.,POSITIVE
Rizky Rasunala,5,2024-02-09 18:11:17,mantap,POSITIVE
Angga Nur,5,2024-02-09 18:10:10,bagus,POSITIVE
Setara 08,5,2024-02-09 18:08:53,bagus mantap deh,POSITIVE
Dendek Merah,5,2024-02-09 18:08:16,baik,POSITIVE
Nazwa Almira,5,2024-02-09 18:08:08,sangat membantu 👍,POSITIVE
Bukhari abang,5,2024-02-09 18:06:44,bagus,POSITIVE
Gheopatan Fawzy,5,2024-02-09 18:03:10,keren,POSITIVE
Reno Prayoga,1,2024-02-09 17:59:07,Saldo sering hilang sendiri padahal gak ada transaksi dan nggak digunain,NEGATIVE
Devo arifan,1,2024-02-09 17:57:33,"Jangan download APLIKASI DANA saya kehilangan saldo disana 400k walaupun ngga banyak tapi apk ini udah ngga aman,mana ngga di ganti lagi respon jlk",NEGATIVE
adu hutabarat,5,2024-02-09 17:56:40,DANA tetap aman,POSITIVE
Bayu Rada,5,2024-02-09 17:52:28,mudah,POSITIVE
Ancam12 12,3,2024-02-09 17:50:16,D sruh upgrade Dana saya tiba2 tak bisa d gunakan .,NEUTRAL
Tatie Zuha,3,2024-02-09 17:49:04,sangat cepat,POSITIVE
Dante Hary,1,2024-02-09 17:46:47,Saya gak bisa login karena nomor hilang,NEUTRAL
Juri Jangkung,4,2024-02-09 17:46:23,mff saya lupa pin bukanya saya minta pin agar bisa di buka,NEUTRAL
Pakkodim Doang (Bayfren),3,2024-02-09 17:46:09,sangat membantu,POSITIVE
Aranyan Raya,5,2024-02-09 17:44:11,Tidak bisa loging dana,NEUTRAL
Rifal Rediyansyah,5,2024-02-09 17:42:54,good,NEGATIVE
eni nurhayati,4,2024-02-09 17:41:16,prosesnya cepat sekali,POSITIVE
Muhammad Ismail,5,2024-02-09 17:41:07,mantap👍,POSITIVE
Rizal Cell,5,2024-02-09 17:40:05,Sangat cocok untuk saya,POSITIVE
inge inggrid,5,2024-02-09 17:38:21,"terbaik aplikasi dana, sangat membantu",POSITIVE
Edi Suardi,5,2024-02-09 17:36:40,mantap,POSITIVE
Hidayat Virgo,5,2024-02-09 17:36:17,bagus,POSITIVE
Syambas Alponso,5,2024-02-09 17:35:51,puas,POSITIVE
Sukman Intan2921,5,2024-02-09 17:34:36,top markotop,POSITIVE
Muhamad Arifudin,3,2024-02-09 17:33:30,"Awal Tahun 2024 tepatnya di bulan Januari Dana cicil tiba-tiba tidal bisa di gunakan, dan Dana Paylater juga hilang. Tolong untuk akun saya di perbaiki lagi.",NEGATIVE
Bulimalik Buli,1,2024-02-09 17:32:05,Aplikasi dana tida aman buktinya masih banyak yng nipu mengatas namakan dana bukannya itu tida aman,NEGATIVE
galuh prasetia,1,2024-02-09 17:30:26,Tobat make ni aplikasi Baru top up lsg hilang saldo Ada transaksi yang tidak di lakukan oleh saya Saya ingin meminta kembalikan saldo dari transaksi yang tidak saya lakukan,NEUTRAL
Elfi Andriyani,5,2024-02-09 17:29:02,keren,POSITIVE
BIG BOSSS,5,2024-02-09 17:26:11,Aplikasi yang sangat baik,POSITIVE
Riza Adam,5,2024-02-09 17:25:28,good,NEGATIVE
Mhd khairil Anam,4,2024-02-09 17:25:10,lumayan,POSITIVE
Revaldo Revaldo,1,2024-02-09 17:25:07,Sakit hati gw gk bisa 🤬otp Lagi,NEGATIVE
Oppo A5s,5,2024-02-09 17:23:39,Manfaat juga,POSITIVE
Rama Dandi,3,2024-02-09 17:23:34,Dana sya gk bisa di buka,NEUTRAL
Agus M.a,5,2024-02-09 17:22:39,Puas,POSITIVE
Taufik Ramdani,3,2024-02-09 17:22:16,kenapa apl dana skrg sering lag ya? semenjak update tolong perbaiki,NEUTRAL
wawan maulana maulana,5,2024-02-09 17:19:17,Mencart,POSITIVE
ADA ADA SAJA,3,2024-02-09 17:18:33,udah downlod ulang masih gak bisa masuk aliaz mental,NEUTRAL
Abdul MuthalibPelawi,5,2024-02-09 17:17:09,👍👍👍👍👍👍👍😎😎😎😎😎BagusMbatu Ayo🥰🥰🥰🥰🥰,POSITIVE
Imam Albalawi,3,2024-02-09 17:15:00,"Admin dana ad no wa gak si,chat diana selalu gak memberi solusi,email juga sama aj",NEGATIVE
Bobonagusta Bobo,5,2024-02-09 17:14:43,Instal dana koq ada virusnya,NEUTRAL
Amiella Miella,5,2024-02-09 17:13:42,matap,POSITIVE
Andi ZF channel,5,2024-02-09 17:10:02,Dompet semua kartu,NEUTRAL
Fahreza Fahri,5,2024-02-09 17:09:32,Mantap memudah kan bertenssi lebih gampang✌️✌️,NEUTRAL
lorenzam lorenzam,5,2024-02-09 17:08:08,"Bagus semua kok tapi kalau top up di batasin ya harusnya geratis biar banyak peminatnya ,maff minta berlebihan",NEGATIVE
M Alfa Jarot,1,2024-02-09 17:07:49,"Kok jadi gak aman tf dana, orang salah kirim ke no yg tidak terdaftar, malah hilang Kan harusnya refund otomatis Kecuali salah ngirim ke no yg terdaftar, baru gak balik lagi, ini udah gak bener Cs di hubungi gak bisa",NEGATIVE
Nolly Ricka,5,2024-02-09 17:05:55,baik,POSITIVE
Keisya Tja,1,2024-02-09 17:05:33,"Saya menduga kalau pihak dana sudah mencuri saldo dana nasabah, Krena ketika kita ada keluhan atau masalah kita selalu di suruh tunggu dan chat sama boot,... Emangnya pihak dana tidak mau tanggung jawab atas kejadian ini keren karena kejadian ini bukan saya aja tapi banyak teman² yg lain yg serupa kejadian kayak saya, dan sudah setahun berarti ini emang di sengaja kadang,... Degan alasan pihak dana sudah di bekalin degan izin dari OJK, tapi tetap saja keluhan ini slalu ada terjadinya kehilangan",NEGATIVE
kenshin himura,5,2024-02-09 17:05:31,mantap....,POSITIVE
Erpin Klopoan,1,2024-02-09 17:05:27,Dana saya kok susah di bukak,NEGATIVE
zame Rick,5,2024-02-09 17:03:38,mantap,POSITIVE
Arjur Jun,1,2024-02-09 17:02:58,"Beri bintang satu dulu,karena untuk upgrade ke premium aja dipersulit",NEGATIVE
Ganteng Banget,1,2024-02-09 17:02:04,"Kecewa Berat! Dengan Mudah Nya Org Lain Masuk Ke Akun Dana Saya, Sampai uang Yg Saya Simpan Kebobolan",NEGATIVE
Soparisopari Ri,5,2024-02-09 17:01:26,sangat bagus,POSITIVE
Fran Cyano,1,2024-02-09 17:01:09,"bintang 1 lah, tiba2 ga bisa login dana.. pas login saldo udah 0, dah buat laporan ga ada pertanggung jawaban juga buat tarik saldo",NEGATIVE
Arif Rahman,1,2024-02-09 16:59:59,masak habis buat transaksi akun dana kok gk bisa d buka.. pin salah terus... apa akun dana saya d blokur,NEGATIVE
Yodha Agusta,1,2024-02-09 16:59:28,Lama sekali proses ke premium,NEGATIVE
Aswan Texsaz,5,2024-02-09 16:57:51,Knpa sya gk bisa krim lewat Qris....?,NEUTRAL
Fahmi Hari,1,2024-02-09 16:54:57,Respon lama kalo saldo d dana tiba2ilang. Balikin saldo gw taiiii,NEUTRAL
Rohman 123,5,2024-02-09 16:53:59,mantap,POSITIVE
Fariz rizky,5,2024-02-09 16:53:37,good,NEGATIVE
Wantiah,5,2024-02-09 16:52:21,oke,POSITIVE
Dara Ardianti,1,2024-02-09 16:51:50,Kanpa saya tidak bisa login ke akun saya selalu ada tulisan lagi di perbaiki mohon di bls kak soal nya ada data penting di sana kak,NEGATIVE
Vivi Medianofari,1,2024-02-09 16:51:01,Belum satu tahun menggunakan udah jadi korban.Aplikasi gampang diretas saya baru saja kehilangan saldo 1.5juta oleh pihak tidak bertanggung jawab yang mengatasnamakan dana. Kalau tidak memperbaiki sistem pasti ratingnya akan terus turun dan ditinggalkan,NEGATIVE
Dehan Sapurtra,2,2024-02-09 16:50:13,Susah login,NEGATIVE
Jefri Fahmi,5,2024-02-09 16:49:45,GK bisa kirim knp ya,NEUTRAL
Agus Listiono,1,2024-02-09 16:49:00,Pindah akun premium sulit sekali... Sekarang nomor yang di premium sudah hilang sedangkan KTP di nomor yang hilang nah sekarang mau pindah premium sulit nya bukan main udah 4 kali coba gagal terus...,NEGATIVE
Ismuni Syabihi,5,2024-02-09 16:48:52,saya berikan 5 bintang karna proses pengembalian saldo saya cepat.. pertahankan dan lebih baik lagi..terimakasih,POSITIVE
Ratemin,4,2024-02-09 16:45:48,mantab,POSITIVE
Munawir Mukhtar,5,2024-02-09 16:44:58,"Aman,Terpercaya,Amanah & Berkah,.",POSITIVE
Kevinnadia niyanaya,5,2024-02-09 16:42:55,Baik,POSITIVE
Ratman Man,5,2024-02-09 16:41:30,Saya merasa puas dengan aplikasi ini,POSITIVE
talithaauliaaruny,1,2024-02-09 16:39:31,Perasaan dana makin ancur sistem keamanan nya,NEGATIVE
Eddy Artha,1,2024-02-09 16:37:26,Sudah kirim data buat upgrade ke premium tapi tetap belum premium,NEUTRAL
Amelia Ramdhani,5,2024-02-09 16:33:01,Sangat membantu untuk kalangan bawah,POSITIVE
Agus Irawan,2,2024-02-09 16:32:09,"Kenapa saya top up ngga masuk2,padahal ada riwayat ya masuk,tapi masih aja kosong nominal aneh..tolong di perbaiki ...",NEGATIVE
Betmarwan Vijei,2,2024-02-09 16:29:22,Baru download.. dan ketika upgrade premium selalu gagal..,POSITIVE
Lisa Mokoginta,5,2024-02-09 16:28:17,Saya selalu dapat kendala.saat transaksi sudah seminggu tidak bisa transakasi,POSITIVE
Nani Yuningsih,1,2024-02-09 16:27:33,"APLIKASI E-WALLET PALING LEMOT, MAU TRANSFER SAJA RIBET,LOADING LAMA.HARUS BERKALI KALI KELUAR MASUK APLIKASI AGAR TRANSFER BERHASIL. PADAHAL DANA SELALU ADA PEMBARUAN, TAPI TIDAK ADA PERUBAHAN SAMA SEKALI,DI ULASAN BANYAK USER DANA KOMPLAIN DAN DANA TIDAK MEMPERBAIKI KOMPLAIN TERSEBUT. INI TERAKHIR SAYA PAKAI DANA KARENA SUDAH HILANG KESABARAN SAYA, SEKARANG MENDING INSTAL GOPAY",NEUTRAL
dafid alfian,5,2024-02-09 16:26:58,bagus,POSITIVE
Kecik 027,5,2024-02-09 16:24:57,uhh,NEGATIVE
Novia ganda syahdilla Rama,1,2024-02-09 16:23:55,Asli kapok pake dana,NEGATIVE
Eko Hariyanto,4,2024-02-09 16:23:55,bgus,NEGATIVE
Rangga,1,2024-02-09 16:23:48,"Di suruh verifikasi lewat notif tapi notif nya ga muncul muncul, tolong di perbaiki ya dana",NEUTRAL
Dira Sumanjaya7,5,2024-02-09 16:22:47,terbaik,POSITIVE
Fais Maulidzar2008,1,2024-02-09 16:22:34,kok akun dana gua nggak bisa di kasih masuk padahal di dalam lagi banyak saldo..semenjak update nya dana...kok dana makin ngelek..kadang beli pulsa selalu gagal...sekarang akun gua yang tidak bisa di kasih masuk,NEGATIVE
Realmi bagan,5,2024-02-09 16:20:02,good,NEGATIVE
NICKO GAMING,5,2024-02-09 16:18:11,Mantap,POSITIVE
Muhammad Redha Satrio,5,2024-02-09 16:17:18,baik,POSITIVE
Erik Kisantono,1,2024-02-09 16:16:58,Tolong kebalikan uang saya kenapa tabungan saya tibatiba hilang,NEUTRAL
Nur Aeni,5,2024-02-09 16:15:04,sangat membantu,POSITIVE
Ratna Xiomi,5,2024-02-09 16:14:44,sangat bagus dn berguna,POSITIVE
Prety Coei,5,2024-02-09 16:13:33,good,NEGATIVE
saputra aas,5,2024-02-09 16:13:24,Tidak bisa ke buka di hp oopo a37f,NEUTRAL
Supandi Pandi,1,2024-02-09 16:12:22,2x uang hilang di dana gc balik lg 650rb jangan nyimpen uang di dana gc aman,NEUTRAL
angi 15,5,2024-02-09 16:11:19,Aplikasi Dana bisa dg mudah mempergunakan nya Terimakasih,POSITIVE
harnadi ganteng,5,2024-02-09 16:08:19,thank uuu love bngt,NEUTRAL
Panca Wibowo,1,2024-02-09 16:06:46,"bagamana ini, ko top up dana, laporan succes, tapi ko gak masuk si??",NEUTRAL
Teguh affandy rkt,5,2024-02-09 16:04:02,bagus sekali,POSITIVE
Cinta Ramadani,5,2024-02-09 16:03:33,mantap,POSITIVE
Aditya Bagus pradana,5,2024-02-09 16:03:06,mudah dan bagus,POSITIVE
Dillan Dillan,5,2024-02-09 16:02:46,"aplikasi dana memng sngat memuas kn,pngriman dn pmbyaran sngt simpel dn cepat.dana memang ok",POSITIVE
Pemi Noviyani,1,2024-02-09 16:02:22,Gila aja saldo dan tiba tiba hilang padahal ga merasa melakukan transaksi apapu. Di komplain tapi gak ada repon sama sekali,NEGATIVE
Danz Don,1,2024-02-09 16:01:09,Jangan di buat pitur minta kode otp mulu dong kami yang nomer tlponya udah hangus kesulitan untuk membuka dana padahal akunya masih bnyak uang,NEGATIVE
Sulis tiono,5,2024-02-09 15:56:45,baik,POSITIVE
Yusup Saepuloh,5,2024-02-09 15:55:30,sangat baik,POSITIVE
Abdul Hafiz,4,2024-02-09 15:54:36,membuat banget,POSITIVE
M iphul Hasan,5,2024-02-09 15:54:22,Saya menyukai aplikasi ini,POSITIVE
Qoyum 1927,5,2024-02-09 15:54:05,"Sudah lama pakai apk ini tpi dana cicil tidak muncul"" juga",NEUTRAL
Verliksta212 Veramalik212,5,2024-02-09 15:53:59,duit,POSITIVE
Prona Parsaulian,5,2024-02-09 15:52:59,sangat membantu saya,POSITIVE
Dhanis Atmaja,5,2024-02-09 15:51:10,bagus apknya jadi lancar buat ngapain ajh,POSITIVE
Pradesta Desta,5,2024-02-09 15:50:32,sangat bagus dan aman,POSITIVE
Adrian Zulfa,5,2024-02-09 15:50:13,hebat,POSITIVE
Agus Supriyadi,5,2024-02-09 15:50:01,keren,POSITIVE
