full_text,lowercase,normalized,tokens,no_stopword,stemmed,data_clean
@kimmonismus It feels like there's nothing new at OpenAi DevDay. No v2 image generation improvements. No 3D model generation. API? No full Sora2 release on the website and invitation codes are still likely to be stolen. App integration? mysterious like a copy of some random AI startup.,@kimmonismus it feels like there's nothing new at openai devday. no v2 image generation improvements. no 3d model generation. api? no full sora2 release on the website and invitation codes are still likely to be stolen. app integration? mysterious like a copy of some random ai startup.,it feels like theres nothing new at openai devday no v image generation improvements no d model generation api no full sora release on the website and invitation codes are still likely to be stolen app integration mysterious like a copy of some random ai startup,"['it', 'feels', 'like', 'theres', 'nothing', 'new', 'at', 'openai', 'devday', 'no', 'v', 'image', 'generation', 'improvements', 'no', 'd', 'model', 'generation', 'api', 'no', 'full', 'sora', 'release', 'on', 'the', 'website', 'and', 'invitation', 'codes', 'are', 'still', 'likely', 'to', 'be', 'stolen', 'app', 'integration', 'mysterious', 'like', 'a', 'copy', 'of', 'some', 'random', 'ai', 'startup']","['feels', 'like', 'theres', 'nothing', 'new', 'openai', 'devday', 'image', 'generation', 'improvements', 'model', 'generation', 'api', 'full', 'sora', 'release', 'website', 'invitation', 'codes', 'still', 'likely', 'stolen', 'app', 'integration', 'mysterious', 'like', 'copy', 'random', 'startup']","['feels', 'like', 'theres', 'nothing', 'new', 'opena', 'devday', 'image', 'generation', 'improvements', 'model', 'generation', 'api', 'full', 'sora', 'release', 'website', 'invitation', 'codes', 'still', 'likely', 'stolen', 'app', 'integration', 'mysterious', 'like', 'copy', 'random', 'startup']",feels like theres nothing new opena devday image generation improvements model generation api full sora release website invitation codes still likely stolen app integration mysterious like copy random startup
@scaling01 DevDay pivoting to SDK releases shows they're betting on ecosystem growth over pure model flex,@scaling01 devday pivoting to sdk releases shows they're betting on ecosystem growth over pure model flex,devday pivoting to sdk releases shows theyre betting on ecosystem growth over pure model flex,"['devday', 'pivoting', 'to', 'sdk', 'releases', 'shows', 'theyre', 'betting', 'on', 'ecosystem', 'growth', 'over', 'pure', 'model', 'flex']","['devday', 'pivoting', 'sdk', 'releases', 'shows', 'theyre', 'betting', 'ecosystem', 'growth', 'pure', 'model', 'flex']","['devday', 'pivoting', 'sdk', 'releases', 'shows', 'theyre', 'betting', 'ecosystem', 'growth', 'pure', 'model', 'flex']",devday pivoting sdk releases shows theyre betting ecosystem growth pure model flex
Many startups today realize they built cafeterias inside OpenAI s restaurant. #OpenAI_DevDay,many startups today realize they built cafeterias inside openai s restaurant. #openai_devday,many startups today realize they built cafeterias inside openai s restaurant,"['many', 'startups', 'today', 'realize', 'they', 'built', 'cafeterias', 'inside', 'openai', 's', 'restaurant']","['many', 'startups', 'today', 'realize', 'built', 'cafeterias', 'inside', 'openai', 'restaurant']","['many', 'startups', 'today', 'realize', 'built', 'cafeterias', 'inside', 'opena', 'restaurant']",many startups today realize built cafeterias inside opena restaurant
New Generations Of Entrepreneurs Loading DevDay OpenAI https://t.co/nhHezdNESg,new generations of entrepreneurs loading devday openai https://t.co/nhhezdnesg,new generations of entrepreneurs loading devday openai,"['new', 'generations', 'of', 'entrepreneurs', 'loading', 'devday', 'openai']","['new', 'generations', 'entrepreneurs', 'loading', 'devday', 'openai']","['new', 'generations', 'entrepreneurs', 'loading', 'devday', 'opena']",new generations entrepreneurs loading devday opena
You can see Froge. https://t.co/5J0hdg4wgY,you can see froge. https://t.co/5j0hdg4wgy,you can see froge,"['you', 'can', 'see', 'froge']","['see', 'froge']","['see', 'froge']",see froge
6/6 In short: OpenAI DevDay 2025 makes it clear that the future is about building with AI not just using it. With simpler tools more powerful models and more accessible APIs the gap between an idea and a functional product has nearly vanished. What will you build?,6/6 in short: openai devday 2025 makes it clear that the future is about building with ai not just using it. with simpler tools more powerful models and more accessible apis the gap between an idea and a functional product has nearly vanished. what will you build?,in short openai devday makes it clear that the future is about building with ai not just using it with simpler tools more powerful models and more accessible apis the gap between an idea and a functional product has nearly vanished what will you build,"['in', 'short', 'openai', 'devday', 'makes', 'it', 'clear', 'that', 'the', 'future', 'is', 'about', 'building', 'with', 'ai', 'not', 'just', 'using', 'it', 'with', 'simpler', 'tools', 'more', 'powerful', 'models', 'and', 'more', 'accessible', 'apis', 'the', 'gap', 'between', 'an', 'idea', 'and', 'a', 'functional', 'product', 'has', 'nearly', 'vanished', 'what', 'will', 'you', 'build']","['short', 'openai', 'devday', 'makes', 'clear', 'future', 'building', 'using', 'simpler', 'tools', 'powerful', 'models', 'accessible', 'apis', 'gap', 'idea', 'functional', 'product', 'nearly', 'vanished', 'build']","['short', 'opena', 'devday', 'makes', 'clear', 'future', 'building', 'using', 'simpler', 'tools', 'powerful', 'models', 'accessible', 'apis', 'gap', 'idea', 'functional', 'product', 'nearly', 'vanished', 'build']",short opena devday makes clear future building using simpler tools powerful models accessible apis gap idea functional product nearly vanished build
 HUGE announcements from OpenAI DevDay 2025! OpenAI just rewrote the playbook for developers. Here s a breakdown of the BEST from Sam Altman's keynote in a thread you don't want to miss. #OpenAIDevDay #AI #GPT5 #Sora https://t.co/KdBT03KZFF, huge announcements from openai devday 2025! openai just rewrote the playbook for developers. here s a breakdown of the best from sam altman's keynote in a thread you don't want to miss. #openaidevday #ai #gpt5 #sora https://t.co/kdbt03kzff,huge announcements from openai devday openai just rewrote the playbook for developers here s a breakdown of the best from sam altmans keynote in a thread you dont want to miss,"['huge', 'announcements', 'from', 'openai', 'devday', 'openai', 'just', 'rewrote', 'the', 'playbook', 'for', 'developers', 'here', 's', 'a', 'breakdown', 'of', 'the', 'best', 'from', 'sam', 'altmans', 'keynote', 'in', 'a', 'thread', 'you', 'dont', 'want', 'to', 'miss']","['huge', 'announcements', 'openai', 'devday', 'openai', 'rewrote', 'playbook', 'developers', 'breakdown', 'best', 'sam', 'altmans', 'keynote', 'thread', 'dont', 'want', 'miss']","['huge', 'announcements', 'opena', 'devday', 'opena', 'rewrote', 'playbook', 'developers', 'breakdown', 'best', 'sam', 'altmans', 'keynote', 'thread', 'dont', 'want', 'miss']",huge announcements opena devday opena rewrote playbook developers breakdown best sam altmans keynote thread dont want miss
OpenAI launched ChatGPT in 2022 but controversies have swirled over everything since. Now at its DevDay..[read more] #much #too https://t.co/nqqyBHZVb9,openai launched chatgpt in 2022 but controversies have swirled over everything since. now at its devday..[read more] #much #too https://t.co/nqqybhzvb9,openai launched chatgpt in but controversies have swirled over everything since now at its devdayread more,"['openai', 'launched', 'chatgpt', 'in', 'but', 'controversies', 'have', 'swirled', 'over', 'everything', 'since', 'now', 'at', 'its', 'devdayread', 'more']","['openai', 'launched', 'chatgpt', 'controversies', 'swirled', 'everything', 'since', 'devdayread']","['opena', 'launched', 'chatgpt', 'controversies', 'swirled', 'everything', 'since', 'devdayread']",opena launched chatgpt controversies swirled everything since devdayread
 OpenAI DevDay 2025 Key Takeaways Big shifts are happening in AI and here s what you should know: 1️⃣ ChatGPT is becoming a platform 2️⃣ Agent Builder democratizes AI development 3️⃣ Compute is the new oil https://t.co/yYMqklWj6d, openai devday 2025 key takeaways big shifts are happening in ai and here s what you should know: 1️⃣ chatgpt is becoming a platform 2️⃣ agent builder democratizes ai development 3️⃣ compute is the new oil https://t.co/yymqklwj6d,openai devday key takeaways big shifts are happening in ai and here s what you should know chatgpt is becoming a platform agent builder democratizes ai development compute is the new oil,"['openai', 'devday', 'key', 'takeaways', 'big', 'shifts', 'are', 'happening', 'in', 'ai', 'and', 'here', 's', 'what', 'you', 'should', 'know', 'chatgpt', 'is', 'becoming', 'a', 'platform', 'agent', 'builder', 'democratizes', 'ai', 'development', 'compute', 'is', 'the', 'new', 'oil']","['openai', 'devday', 'key', 'takeaways', 'big', 'shifts', 'happening', 'know', 'chatgpt', 'becoming', 'platform', 'agent', 'builder', 'democratizes', 'development', 'compute', 'new', 'oil']","['opena', 'devday', 'key', 'takeaways', 'big', 'shifts', 'happening', 'know', 'chatgpt', 'becoming', 'platform', 'agent', 'builder', 'democratizes', 'development', 'compute', 'new', 'oil']",opena devday key takeaways big shifts happening know chatgpt becoming platform agent builder democratizes development compute new oil
Remember when DevDay meant model updates? https://t.co/rCgsm8nTlq,remember when devday meant model updates? https://t.co/rcgsm8ntlq,remember when devday meant model updates,"['remember', 'when', 'devday', 'meant', 'model', 'updates']","['remember', 'devday', 'meant', 'model', 'updates']","['remember', 'devday', 'meant', 'model', 'updates']",remember devday meant model updates
OpenAI DevDay 2025 shipped all this today wow: - Apps in ChatGPT - Apps SDK - Sora 2 in the API - Sora 2 Pro in the API - GPT-5 Pro in the API - AgentKit - Agent Builder - ChatKit - Guardrails - Evals - Codex GA - Codex SDK - Slack integration,openai devday 2025 shipped all this today wow: - apps in chatgpt - apps sdk - sora 2 in the api - sora 2 pro in the api - gpt-5 pro in the api - agentkit - agent builder - chatkit - guardrails - evals - codex ga - codex sdk - slack integration,openai devday shipped all this today wow apps in chatgpt apps sdk sora in the api sora pro in the api gpt pro in the api agentkit agent builder chatkit guardrails evals codex ga codex sdk slack integration,"['openai', 'devday', 'shipped', 'all', 'this', 'today', 'wow', 'apps', 'in', 'chatgpt', 'apps', 'sdk', 'sora', 'in', 'the', 'api', 'sora', 'pro', 'in', 'the', 'api', 'gpt', 'pro', 'in', 'the', 'api', 'agentkit', 'agent', 'builder', 'chatkit', 'guardrails', 'evals', 'codex', 'ga', 'codex', 'sdk', 'slack', 'integration']","['openai', 'devday', 'shipped', 'today', 'wow', 'apps', 'chatgpt', 'apps', 'sdk', 'sora', 'api', 'sora', 'pro', 'api', 'gpt', 'pro', 'api', 'agentkit', 'agent', 'builder', 'chatkit', 'guardrails', 'evals', 'codex', 'codex', 'sdk', 'slack', 'integration']","['opena', 'devday', 'shipped', 'today', 'wow', 'apps', 'chatgpt', 'apps', 'sdk', 'sora', 'api', 'sora', 'pro', 'api', 'gpt', 'pro', 'api', 'agentkit', 'agent', 'builder', 'chatkit', 'guardrails', 'evals', 'codex', 'codex', 'sdk', 'slack', 'integration']",opena devday shipped today wow apps chatgpt apps sdk sora api sora pro api gpt pro api agentkit agent builder chatkit guardrails evals codex codex sdk slack integration
@alliekmiller @rowancheung @rowancheung @alliekmiller leading the AI educator revolution at OpenAI DevDay. Future's being coded right here. Knowledge is power - and they're powering up. #AIFrontiers,@alliekmiller @rowancheung @rowancheung @alliekmiller leading the ai educator revolution at openai devday. future's being coded right here. knowledge is power - and they're powering up. #aifrontiers,leading the ai educator revolution at openai devday futures being coded right here knowledge is power and theyre powering up,"['leading', 'the', 'ai', 'educator', 'revolution', 'at', 'openai', 'devday', 'futures', 'being', 'coded', 'right', 'here', 'knowledge', 'is', 'power', 'and', 'theyre', 'powering', 'up']","['leading', 'educator', 'revolution', 'openai', 'devday', 'futures', 'coded', 'right', 'knowledge', 'power', 'theyre', 'powering']","['leading', 'educator', 'revolution', 'opena', 'devday', 'futures', 'coded', 'right', 'knowledge', 'power', 'theyre', 'powering']",leading educator revolution opena devday futures coded right knowledge power theyre powering
Insights from OpenAI's DevDay 2025 today: The End of the Wrapper Debate: Why the Future Belongs to Platforms Not Pipelines https://t.co/iGEgSnCRXJ,insights from openai's devday 2025 today: the end of the wrapper debate: why the future belongs to platforms not pipelines https://t.co/igegsncrxj,insights from openais devday today the end of the wrapper debate why the future belongs to platforms not pipelines,"['insights', 'from', 'openais', 'devday', 'today', 'the', 'end', 'of', 'the', 'wrapper', 'debate', 'why', 'the', 'future', 'belongs', 'to', 'platforms', 'not', 'pipelines']","['insights', 'openais', 'devday', 'today', 'end', 'wrapper', 'debate', 'future', 'belongs', 'platforms', 'pipelines']","['insights', 'openais', 'devday', 'today', 'end', 'wrapper', 'debate', 'future', 'belongs', 'platforms', 'pipelines']",insights openais devday today end wrapper debate future belongs platforms pipelines
At DevDay they have phone booths where you can call chatGPT and ask questions about the event https://t.co/nUKGTOTAf7,at devday they have phone booths where you can call chatgpt and ask questions about the event https://t.co/nukgtotaf7,at devday they have phone booths where you can call chatgpt and ask questions about the event,"['at', 'devday', 'they', 'have', 'phone', 'booths', 'where', 'you', 'can', 'call', 'chatgpt', 'and', 'ask', 'questions', 'about', 'the', 'event']","['devday', 'phone', 'booths', 'call', 'chatgpt', 'ask', 'questions', 'event']","['devday', 'phone', 'booths', 'call', 'chatgpt', 'ask', 'questions', 'event']",devday phone booths call chatgpt ask questions event
OpenAI just dropped absolute fire at DevDay 2025 - Apps SDK live (chat with ANY app inside ChatGPT) - AgentKit for building custom agents - GPT-5 Pro in API - Sora 2 available The future of AI is here and it's insane! #OpenAI #AI,openai just dropped absolute fire at devday 2025 - apps sdk live (chat with any app inside chatgpt) - agentkit for building custom agents - gpt-5 pro in api - sora 2 available the future of ai is here and it's insane! #openai #ai,openai just dropped absolute fire at devday apps sdk live chat with any app inside chatgpt agentkit for building custom agents gpt pro in api sora available the future of ai is here and its insane,"['openai', 'just', 'dropped', 'absolute', 'fire', 'at', 'devday', 'apps', 'sdk', 'live', 'chat', 'with', 'any', 'app', 'inside', 'chatgpt', 'agentkit', 'for', 'building', 'custom', 'agents', 'gpt', 'pro', 'in', 'api', 'sora', 'available', 'the', 'future', 'of', 'ai', 'is', 'here', 'and', 'its', 'insane']","['openai', 'dropped', 'absolute', 'fire', 'devday', 'apps', 'sdk', 'live', 'chat', 'app', 'inside', 'chatgpt', 'agentkit', 'building', 'custom', 'agents', 'gpt', 'pro', 'api', 'sora', 'available', 'future', 'insane']","['opena', 'dropped', 'absolute', 'fire', 'devday', 'apps', 'sdk', 'live', 'chat', 'app', 'inside', 'chatgpt', 'agentkit', 'building', 'custom', 'agents', 'gpt', 'pro', 'api', 'sora', 'available', 'future', 'insane']",opena dropped absolute fire devday apps sdk live chat app inside chatgpt agentkit building custom agents gpt pro api sora available future insane
