idx,Opertaor,Field,Keyword / Phrase
2229,AND,TITLE-ABS,household
2230,OR,AUTHKEY,fresh water supply
2231,AND,AUTHKEY,household
2232,OR,TITLE-ABS,sustainable use of water
2233,OR,AUTHKEY,sustainable use of water
2234,OR,TITLE-ABS,sustainable fresh water
2235,OR,AUTHKEY,sustainable fresh water
2236,OR,TITLE-ABS,water shortage
2237,AND,TITLE-ABS,water Resource
2238,OR,AUTHKEY,water shortage
2239,AND,AUTHKEY,water Resource
2240,OR,TITLE-ABS,household water use efficiency
2241,OR,AUTHKEY,household water use efficiency
2242,OR,TITLE-ABS,efficient water management
2243,OR,TITLE-ABS,efficient water resources management
2244,OR,TITLE-ABS,efficient water resource management
2245,OR,TITLE-ABS,reliable water management
2246,OR,TITLE-ABS,reliable water resources management
2247,OR,TITLE-ABS,reliable water resource management
2248,OR,AUTHKEY,efficient water management
2249,OR,AUTHKEY,efficient water resources management
2250,OR,AUTHKEY,efficient water resource management
2251,OR,AUTHKEY,reliable water management
2252,OR,AUTHKEY,reliable water resources management
2253,OR,AUTHKEY,reliable water resource management
2254,OR,TITLE-ABS,sustainable
2255,AND,TITLE-ABS,water consumption
2256,OR,AUTHKEY,sustainable
2257,AND,AUTHKEY,water consumption
2258,OR,TITLE-ABS,Sustainable Water Resources
2259,OR,AUTHKEY,Sustainable Water Resources
2260,OR,TITLE-ABS,Smart water Network
2261,OR,TITLE-ABS,Smart water Networks
2262,OR,AUTHKEY,Smart water Network
2263,OR,AUTHKEY,Smart water Networks
2264,OR,TITLE-ABS,sustainable groundwater use
2265,OR,AUTHKEY,sustainable groundwater use
2266,OR,TITLE-ABS,sustainable freshwater use
2267,OR,AUTHKEY,sustainable freshwater use
2268,OR,TITLE-ABS,sustainable water
2269,AND,TITLE-ABS,supply
2270,OR,TITLE-ABS,supplies
2271,OR,AUTHKEY,sustainable water
2272,AND,AUTHKEY,supply
2273,OR,AUTHKEY,supplies
2274,OR,TITLE-ABS,wastewater* recycl*
2275,OR,AUTHKEY,wastewater* recycl*
2276,OR,TITLE-ABS,sustainable management
2277,AND,TITLE-ABS,irrigation
2278,OR,AUTHKEY,sustainable management
2279,AND,AUTHKEY,irrigation
2280,OR,TITLE-ABS,groundwater harvesting
2281,OR,AUTHKEY,groundwater harvesting
2282,OR,TITLE-ABS,sustainability of water
2283,AND,TITLE-ABS,governance
2284,OR,TITLE-ABS,policy
2285,OR,TITLE-ABS,policies
2286,OR,AUTHKEY,sustainability of water
2287,AND,AUTHKEY,governance
2288,OR,AUTHKEY,policy
2289,OR,AUTHKEY,policies
2290,OR,TITLE-ABS,efficient water systems
2291,OR,AUTHKEY,efficient water systems
2292,OR,TITLE-ABS,water supply
2293,OR,TITLE-ABS,freshwater supply
2294,OR,TITLE-ABS,groundwater supply
2295,AND,TITLE-ABS,irrigation
2296,OR,TITLE-ABS,farming
2297,OR,TITLE-ABS,agriculture
2298,OR,TITLE-ABS,agricultural
2299,OR,AUTHKEY,water supply
2300,OR,AUTHKEY,freshwater supply
2301,OR,AUTHKEY,groundwater supply
2302,AND,AUTHKEY,irrigation
2303,OR,AUTHKEY,farming
2304,OR,AUTHKEY,agriculture
2305,OR,AUTHKEY,agricultural
2306,OR,TITLE-ABS,efficient utilization of water
2307,OR,AUTHKEY,efficient utilization of water
2308,OR,TITLE-ABS,efficient use of freshwater
2309,OR,AUTHKEY,efficient use of freshwater
2310,OR,TITLE-ABS,water harvest
2311,OR,TITLE-ABS,water harvesting
2312,OR,AUTHKEY,water harvest
2313,OR,AUTHKEY,water harvesting
2314,OR,TITLE-ABS,efficient water utilization
2315,OR,AUTHKEY,efficient water utilization
2316,OR,TITLE-ABS,rainfed agriculture
2317,OR,TITLE-ABS,rain fed agriculture
2318,OR,AUTHKEY,rainfed agriculture
2319,OR,AUTHKEY,rain fed agriculture
2320,OR,AUTHKEY,*waste*water*
2321,OR,AUTHKEY,*waste*water*
2322,OR,AUTHKEY,drinking water
2323,OR,AUTHKEY,potable water
2324,AND,TITLE,Drinking Water
2325,OR,TITLE,nitrate
2326,OR,TITLE,nitrates
2327,AND,TITLE,Drinking Water
2328,OR,TITLE,rural
2329,OR,TITLE,Drinking Water
2330,OR,TITLE,contaminants
2331,AND,TITLE,contaminated
2332,OR,TITLE,contamination
2333,OR,TITLE-ABS,drinking
2334,OR,TITLE-ABS,drinkable
2335,OR,TITLE-ABS,potable
2336,OR,TITLE-ABS,Haloacetic
2337,OR,AUTHKEY,drinking
2338,OR,AUTHKEY,drinkable
2339,AND,AUTHKEY,potable
2340,OR,AUTHKEY,Haloacetic
2341,OR,TITLE-ABS,potable water guidelines
2342,OR,TITLE-ABS,potable water guideline
2343,AND,AUTHKEY,potable water guidelines
2344,OR,AUTHKEY,potable water guideline
2345,OR,TITLE-ABS,Bank filtration
2346,OR,AUTHKEY,Bank filtration
2347,OR,TITLE-ABS,fluoride removal
2348,OR,TITLE-ABS,drinking
2349,OR,TITLE-ABS,drinkable
2350,OR,TITLE-ABS,potable
2351,OR,AUTHKEY,fluoride removal
2352,OR,AUTHKEY,drinking
2353,OR,AUTHKEY,drinkable
2354,OR,AUTHKEY,potable
2355,AND,TITLE-ABS,drinking water quality
2356,OR,AUTHKEY,drinking water quality
2357,OR,TITLE-ABS,household drinking water
2358,OR,TITLE-ABS,household potable water
2359,AND,AUTHKEY,household drinking water
2360,OR,AUTHKEY,household potable water
2361,OR,TITLE-ABS,drinking Water
2362,OR,TITLE-ABS,drinkable Water
2363,AND,TITLE-ABS,potable Water
2364,OR,TITLE-ABS,exposure to lead
2365,OR,AUTHKEY,drinking Water
2366,OR,AUTHKEY,drinkable Water
2367,AND,AUTHKEY,potable Water
2368,OR,AUTHKEY,exposure to lead
2369,AND NOT,TITLE-ABS,drinking
2370,OR,TITLE-ABS,drinkable
2371,OR,TITLE-ABS,potable
2372,OR,TITLE-ABS,trihalomethane
2373,OR,AUTHKEY,drinking
2374,OR,AUTHKEY,drinkable
2375,OR,AUTHKEY,potable
2376,AND NOT,AUTHKEY,trihalomethane
2377,OR,TITLE-ABS,drinking water treatment
2378,OR,TITLE-ABS,mice
2379,OR,TITLE-ABS,mouse
2380,OR,TITLE-ABS,rats
2381,OR,TITLE-ABS,rat
2382,OR,TITLE-ABS,renal
2383,OR,TITLE-ABS,cardiovascular
2384,OR,AUTHKEY,drinking water treatment
2385,AND,AUTHKEY,mice
2386,OR,AUTHKEY,mouse
2387,OR,AUTHKEY,rats
2388,OR,AUTHKEY,rat
2389,AND,AUTHKEY,renal
2390,OR,AUTHKEY,cardiovascular
2391,AND,TITLE-ABS,drinking
2392,OR,TITLE-ABS,drinkable
2393,OR,TITLE-ABS,potable
2394,OR,TITLE-ABS,harvesting rain water
2395,AND,AUTHKEY,drinking
2396,OR,AUTHKEY,drinkable
2397,OR,AUTHKEY,potable
2398,OR,AUTHKEY,harvesting rain water
2399,AND,TITLE-ABS,Haloaceto-nitrile
2400,OR,TITLE-ABS,drinking
2401,OR,TITLE-ABS,drinkable
2402,OR,TITLE-ABS,potable
2403,AND,TITLE-ABS,Haloacetonitrile
2404,OR,TITLE-ABS,drinking
2405,OR,TITLE-ABS,drinkable
2406,OR,TITLE-ABS,potable
2407,OR,AUTHKEY,Haloaceto-nitrile
2408,OR,AUTHKEY,drinking
2409,OR,AUTHKEY,drinkable
2410,OR,AUTHKEY,potable
2411,AND,AUTHKEY,Haloacetonitrile
2412,OR,AUTHKEY,drinking
2413,AND,AUTHKEY,drinkable
2414,OR,AUTHKEY,potable
2415,OR,TITLE-ABS,drinking water safety
2416,OR,AUTHKEY,drinking water safety
2417,AND,TITLE-ABS,drinking
2418,OR,TITLE-ABS,drinkable
2419,AND,TITLE-ABS,potable
2420,OR,TITLE-ABS,filter
2421,OR,TITLE-ABS,filters
2422,OR,TITLE-ABS,ceramic
2423,OR,AUTHKEY,drinking
2424,OR,AUTHKEY,drinkable
2425,OR,AUTHKEY,potable
2426,OR,AUTHKEY,filter
2427,AND,AUTHKEY,filters
2428,OR,AUTHKEY,ceramic
2429,OR,TITLE-ABS,potable water resources
2430,OR,TITLE-ABS,potable water resource
2431,AND,AUTHKEY,potable water resources
2432,OR,AUTHKEY,potable water resource
2433,OR,TITLE-ABS,drinking 
2434,OR,TITLE-ABS,drinkable
2435,AND,TITLE-ABS,potable
2436,OR,TITLE-ABS,safe water
2437,OR,AUTHKEY,drinking 
2438,OR,AUTHKEY,drinkable
2439,AND,AUTHKEY,potable
2440,OR,AUTHKEY,safe water
2441,OR,TITLE-ABS,drinking
2442,OR,TITLE-ABS,drinkable
2443,AND,TITLE-ABS,potable
2444,OR,TITLE-ABS,dbps
2445,OR,AUTHKEY,drinking
2446,OR,AUTHKEY,drinkable
2447,AND,AUTHKEY,potable
2448,OR,AUTHKEY,dbps
2449,OR,TITLE-ABS,drinking
2450,OR,TITLE-ABS,drinkable
2451,OR,TITLE-ABS,potable
2452,OR,TITLE-ABS,solar disinfection
2453,OR,AUTHKEY,drinking
2454,OR,AUTHKEY,drinkable
2455,OR,AUTHKEY,potable
2456,OR,AUTHKEY,solar disinfection
2457,OR,TITLE-ABS,potable water quality
2458,OR,AUTHKEY,potable water quality
2459,AND,TITLE-ABS,drinking water disinfection
2460,OR,TITLE-ABS,drinkable water disinfection
2461,OR,TITLE-ABS,potable water disinfection
2462,OR,AUTHKEY,drinking water disinfection
2463,AND,AUTHKEY,drinkable water disinfection
2464,OR,AUTHKEY,potable water disinfection
2465,OR,TITLE-ABS,clean drinking water
2466,OR,AUTHKEY,clean drinking water
2467,OR,TITLE-ABS,fluoride
2468,OR,TITLE-ABS,drinking
2469,OR,TITLE-ABS,drinkable
2470,OR,TITLE-ABS,potable
2471,AND,AUTHKEY,fluoride
2472,OR,AUTHKEY,drinking
2473,OR,AUTHKEY,drinkable
2474,OR,AUTHKEY,potable
2475,AND,TITLE-ABS,quality of drinking water
2476,OR,AUTHKEY,quality of drinking water
2477,AND,TITLE-ABS,drinking
2478,OR,TITLE-ABS,drinkable
2479,OR,TITLE-ABS,potable
2480,OR,TITLE-ABS,rainwater harvest
2481,AND,AUTHKEY,drinking
2482,OR,AUTHKEY,drinkable
2483,OR,AUTHKEY,potable
2484,OR,AUTHKEY,rainwater harvest
2485,OR,TITLE-ABS,standpipe
2486,OR,TITLE-ABS,drinking
2487,OR,TITLE-ABS,drinkable
2488,OR,TITLE-ABS,potable
2489,AND,AUTHKEY,standpipe
2490,OR,AUTHKEY,drinking
2491,OR,AUTHKEY,drinkable
2492,OR,AUTHKEY,potable
2493,AND,TITLE-ABS,drinking water standard
2494,OR,AUTHKEY,drinking water standard
2495,OR,TITLE-ABS,drinking
2496,OR,TITLE-ABS,drinkable
2497,AND,TITLE-ABS,potable
2498,OR,TITLE-ABS,water well
2499,OR,AUTHKEY,drinking
2500,OR,AUTHKEY,drinkable
2501,OR,AUTHKEY,potable
2502,OR,AUTHKEY,water well
2503,AND NOT,TITLE-ABS,drinking
2504,OR,TITLE-ABS,drinkable
2505,OR,TITLE-ABS,potable
2506,OR,TITLE-ABS,filter
2507,OR,TITLE-ABS,filters
2508,OR,TITLE-ABS,filtration
2509,OR,TITLE-ABS,microfiltration
2510,OR,TITLE-ABS,ultrafiltration
2511,OR,TITLE-ABS,nanofiltration
2512,AND,TITLE-ABS,mice
2513,OR,TITLE-ABS,mouse
2514,OR,TITLE-ABS,rats
2515,OR,TITLE-ABS,rat
2516,OR,TITLE-ABS,renal
2517,OR,TITLE-ABS,cardiovascular
2518,AND NOT,AUTHKEY,drinking
2519,OR,AUTHKEY,drinkable
2520,OR,AUTHKEY,potable
2521,OR,AUTHKEY,filter
2522,OR,AUTHKEY,filters
2523,OR,AUTHKEY,filtration
2524,OR,AUTHKEY,microfiltration
2525,OR,AUTHKEY,ultrafiltration
2526,OR,AUTHKEY,nanofiltration
2527,AND,AUTHKEY,mice
2528,OR,AUTHKEY,mouse
2529,OR,AUTHKEY,rats
2530,OR,AUTHKEY,rat
2531,OR,AUTHKEY,renal
2532,AND,AUTHKEY,cardiovascular
2533,OR,TITLE-ABS,drinking
2534,OR,TITLE-ABS,drinkable
2535,OR,TITLE-ABS,potable
2536,OR,TITLE-ABS,reservoir
2537,AND,TITLE-ABS,reservoirs
2538,AND,AUTHKEY,drinking
2539,OR,AUTHKEY,drinkable
2540,OR,AUTHKEY,potable
2541,OR,AUTHKEY,reservoir
2542,AND,AUTHKEY,reservoirs
2543,AND,TITLE-ABS,drinking
2544,OR,TITLE-ABS,drinkable
2545,OR,TITLE-ABS,potable
2546,OR,TITLE-ABS,wells
2547,AND,TITLE-ABS,groundwater*
2548,OR,AUTHKEY,drinking
2549,AND,AUTHKEY,drinkable
2550,OR,AUTHKEY,potable
2551,OR,AUTHKEY,wells
2552,OR,AUTHKEY,groundwater*
2553,AND,TITLE-ABS,Potable water distribution
2554,OR,AUTHKEY,Potable water distribution
2555,OR,TITLE-ABS,safe drinking
2556,OR,TITLE-ABS,water
2557,AND,AUTHKEY,safe drinking
2558,OR,AUTHKEY,water
2559,OR,TITLE-ABS,drinking
2560,OR,TITLE-ABS,drinkable
2561,OR,TITLE-ABS,potable
2562,OR,TITLE-ABS,advanced oxidation process
2563,OR,AUTHKEY,drinking
2564,OR,AUTHKEY,drinkable
2565,OR,AUTHKEY,potable
2566,OR,AUTHKEY,advanced oxidation process
2567,OR,TITLE-ABS,water safety plan
2568,OR,AUTHKEY,water safety plan
2569,OR,TITLE-ABS,drinking water decontamination
2570,OR,TITLE-ABS,potable water decontamination
2571,OR,AUTHKEY,drinking water decontamination
2572,OR,AUTHKEY,potable water decontamination
2573,OR,TITLE-ABS,Chloramination
2574,OR,AUTHKEY,Chloramination
2575,OR,TITLE-ABS,disinfection of drinking waters
2576,OR,TITLE-ABS,disinfection of drinkable waters
2577,OR,TITLE-ABS,disinfection of potable waters
2578,OR,AUTHKEY,disinfection of drinking waters
2579,OR,AUTHKEY,disinfection of drinkable waters
2580,OR,AUTHKEY,disinfection of potable waters
2581,OR,TITLE-ABS,low cost drinking water
2582,OR,TITLE-ABS,low cost drinkable water
2583,OR,TITLE-ABS,low cost potable water
2584,OR,AUTHKEY,low cost drinking water
2585,AND,AUTHKEY,low cost drinkable water
2586,OR,AUTHKEY,low cost potable water
2587,OR,TITLE-ABS,SODIS
2588,OR,AUTHKEY,SODIS
2589,AND,TITLE-ABS,safe potable water
2590,OR,AUTHKEY,safe potable water
2591,AND NOT,TITLE-ABS,drinking
2592,OR,TITLE-ABS,drinkable
2593,OR,TITLE-ABS,potable
2594,OR,TITLE-ABS,deep wells
2595,OR,AUTHKEY,drinking
2596,OR,AUTHKEY,drinkable
2597,OR,AUTHKEY,potable
2598,AND NOT,AUTHKEY,deep wells
2599,OR,TITLE-ABS,treatment of drinkable water
2600,OR,TITLE-ABS,mice
2601,OR,TITLE-ABS,mouse
2602,OR,TITLE-ABS,rats
2603,OR,TITLE-ABS,rat
2604,OR,TITLE-ABS,renal
2605,OR,TITLE-ABS,cardiovascular
2606,OR,AUTHKEY,treatment of drinkable water
2607,OR,AUTHKEY,mice
2608,OR,AUTHKEY,mouse
2609,OR,AUTHKEY,rats
2610,OR,AUTHKEY,rat
2611,AND,AUTHKEY,renal
2612,OR,AUTHKEY,cardiovascular
2613,OR,TITLE-ABS,potable water infrastructure
2614,OR,TITLE-ABS,potable water infrastructures
2615,AND,AUTHKEY,potable water infrastructure
2616,OR,AUTHKEY,potable water infrastructures
2617,OR,TITLE-ABS,drinking
2618,OR,TITLE-ABS,drinkable
2619,AND,TITLE-ABS,potable
2620,OR,TITLE-ABS,harvest rainwater
2621,OR,AUTHKEY,drinking
2622,OR,AUTHKEY,drinkable
2623,AND,AUTHKEY,potable
2624,OR,AUTHKEY,harvest rainwater
2625,AND,TITLE-ABS,drinking
2626,OR,TITLE-ABS,drinkable
2627,OR,TITLE-ABS,potable
2628,OR,TITLE-ABS,trihalomethanes
2629,AND,AUTHKEY,drinking
2630,OR,AUTHKEY,drinkable
2631,OR,AUTHKEY,potable
2632,OR,AUTHKEY,trihalomethanes
2633,AND,TITLE-ABS,Haloacetonitriles
2634,OR,TITLE-ABS,drinking
2635,OR,TITLE-ABS,drinkable
2636,OR,TITLE-ABS,potable
2637,AND,AUTHKEY,Haloacetonitriles
2638,OR,AUTHKEY,drinking
2639,OR,AUTHKEY,drinkable
2640,OR,AUTHKEY,potable
2641,OR,TITLE-ABS,purification
2642,OR,TITLE-ABS,drinking water
2643,AND,TITLE-ABS,drinkable water
2644,OR,TITLE-ABS,potable water
2645,OR,AUTHKEY,purification
2646,OR,AUTHKEY,drinking water
2647,OR,AUTHKEY,drinkable water
2648,AND,AUTHKEY,potable water
2649,OR,TITLE-ABS,drinking
2650,OR,TITLE-ABS,drinkable
2651,OR,TITLE-ABS,potable
2652,OR,TITLE-ABS,groundwater wells
2653,OR,TITLE-ABS,groundwater well
2654,OR,AUTHKEY,drinking
2655,AND,AUTHKEY,drinkable
2656,OR,AUTHKEY,potable
2657,OR,AUTHKEY,groundwater wells
2658,OR,AUTHKEY,groundwater well
2659,AND,TITLE-ABS,healthy drinking water
2660,OR,AUTHKEY,healthy drinking water
2661,AND,TITLE-ABS,drinking
2662,OR,TITLE-ABS,drinkable
2663,AND,TITLE-ABS,potable
2664,OR,TITLE-ABS,underground water
2665,OR,AUTHKEY,drinking
2666,OR,AUTHKEY,drinkable
2667,AND,AUTHKEY,potable
2668,OR,AUTHKEY,underground water
2669,OR,TITLE-ABS,groundwater
2670,OR,TITLE-ABS,defluoridation
2671,AND,AUTHKEY,groundwater
2672,OR,AUTHKEY,defluoridation
2673,OR,TITLE-ABS,drinking
2674,OR,TITLE-ABS,drinkable
2675,AND,TITLE-ABS,potable
2676,OR,TITLE-ABS,point-of-use
2677,OR,TITLE-ABS,drinking
2678,OR,TITLE-ABS,drinkable
2679,AND,TITLE-ABS,potable
2680,OR,TITLE-ABS,pointofuse
2681,AND,AUTHKEY,drinking
2682,OR,AUTHKEY,drinkable
2683,AND,AUTHKEY,potable
2684,OR,AUTHKEY,point-of-use
2685,OR,AUTHKEY,drinking
2686,OR,AUTHKEY,drinkable
2687,AND,AUTHKEY,potable
2688,OR,AUTHKEY,pointofuse
2689,OR,TITLE-ABS,water
2690,OR,TITLE-ABS,solar disinfection
2691,AND,AUTHKEY,water
2692,OR,AUTHKEY,solar disinfection
2693,OR,TITLE-ABS,drinking
2694,OR,TITLE-ABS,drinkable
2695,AND,TITLE-ABS,potable
2696,OR,TITLE-ABS,Chlorination
2697,AND,AUTHKEY,drinking
2698,OR,AUTHKEY,drinkable
2699,OR,AUTHKEY,potable
2700,OR,AUTHKEY,Chlorination
2701,AND,TITLE-ABS,drinking
2702,OR,TITLE-ABS,drinkable
2703,AND,TITLE-ABS,potable
2704,OR,TITLE-ABS,nitrate
2705,AND,TITLE-ABS,nitrates
2706,OR,TITLE-ABS,groundwater
2707,OR,AUTHKEY,drinking
2708,OR,AUTHKEY,drinkable
2709,AND,AUTHKEY,potable
2710,OR,AUTHKEY,nitrate
2711,OR,AUTHKEY,nitrates
2712,OR,AUTHKEY,groundwater
2713,OR,TITLE-ABS, Activated Carbon
2714,OR,TITLE-ABS,drinking
2715,OR,TITLE-ABS,drinkable
2716,OR,TITLE-ABS,potable
2717,AND NOT,AUTHKEY, Activated Carbon
2718,OR,AUTHKEY,drinking
2719,OR,AUTHKEY,drinkable
2720,OR,AUTHKEY,potable
2721,OR,TITLE-ABS,contaminated drinking water
2722,OR,TITLE-ABS,contaminated potable water
2723,OR,AUTHKEY,contaminated drinking water
2724,AND NOT,AUTHKEY,contaminated potable water
2725,OR,TITLE-ABS,potable water treatment
2726,OR,TITLE-ABS,mice
2727,OR,TITLE-ABS,mouse
2728,OR,TITLE-ABS,rats
2729,OR,TITLE-ABS,rat
2730,OR,TITLE-ABS,renal
2731,OR,TITLE-ABS,cardiovascular
2732,OR,AUTHKEY,potable water treatment
2733,AND,AUTHKEY,mice
2734,OR,AUTHKEY,mouse
2735,OR,AUTHKEY,rats
2736,OR,AUTHKEY,rat
2737,AND,AUTHKEY,renal
2738,OR,AUTHKEY,cardiovascular
2739,OR,TITLE-ABS,drinking
2740,OR,TITLE-ABS,drinkable
2741,OR,TITLE-ABS,potable
2742,OR,TITLE-ABS,wells
2743,AND,AUTHKEY,drinking
2744,OR,AUTHKEY,drinkable
2745,OR,AUTHKEY,potable
2746,OR,AUTHKEY,wells
2747,AND,TITLE-ABS,household water treatment
2748,OR,AUTHKEY,household water treatment
2749,OR,TITLE-ABS,drinking
2750,OR,TITLE-ABS,drinkable
2751,OR,TITLE-ABS,potable
2752,OR,TITLE-ABS,deep well
2753,AND,AUTHKEY,drinking
2754,OR,AUTHKEY,drinkable
2755,OR,AUTHKEY,potable
2756,OR,AUTHKEY,deep well
2757,AND,TITLE-ABS,drinking water standards
2758,OR,AUTHKEY,drinking water standards
2759,OR,TITLE-ABS,drinking
2760,OR,TITLE-ABS,drinkable
2761,OR,TITLE-ABS,potable
2762,OR,TITLE-ABS,rainwater harvesting
2763,OR,AUTHKEY,drinking
2764,OR,AUTHKEY,drinkable
2765,OR,AUTHKEY,potable
2766,OR,AUTHKEY,rainwater harvesting
2767,OR,TITLE-ABS,safe drinking tap water
2768,OR,TITLE-ABS,safe potable tap water
2769,OR,TITLE-ABS,clean drinking tap water
2770,OR,TITLE-ABS,clean potable tap water
2771,OR,TITLE-ABS,affordable drinking tap water
2772,OR,TITLE-ABS,affordable potable tap water
2773,OR,TITLE-ABS,accessible drinking tap water
2774,OR,TITLE-ABS,accessible potable tap water
2775,OR,TITLE-ABS,secure drinking tap water
2776,OR,TITLE-ABS,secure potable tap water
2777,OR,AUTHKEY,safe drinking tap water
2778,OR,AUTHKEY,safe potable tap water
2779,OR,AUTHKEY,clean drinking tap water
2780,OR,AUTHKEY,clean potable tap water
2781,OR,AUTHKEY,affordable drinking tap water
2782,OR,AUTHKEY,affordable potable tap water
2783,OR,AUTHKEY,accessible drinking tap water
2784,OR,AUTHKEY,accessible potable tap water
2785,AND,AUTHKEY,secure drinking tap water
2786,OR,AUTHKEY,secure potable tap water
2787,OR,TITLE-ABS,drinking water guidelines
2788,OR,TITLE-ABS,drinking water guideline
2789,AND,AUTHKEY,drinking water guidelines
2790,OR,AUTHKEY,drinking water guideline
2791,OR,TITLE-ABS,drinking Water
2792,OR,TITLE-ABS,drinkable Water
2793,AND,TITLE-ABS,potable Water
2794,AND NOT,TITLE-ABS,waterborne
2795,OR,AUTHKEY,drinking Water
2796,OR,AUTHKEY,drinkable Water
2797,OR,AUTHKEY,potable Water
2798,OR,AUTHKEY,waterborne
2799,OR,TITLE-ABS,drinking
2800,OR,TITLE-ABS,drinkable
2801,OR,TITLE-ABS,potable
2802,AND,TITLE-ABS,desalination
2803,AND NOT,TITLE-ABS,Esophagus
2804,OR,TITLE-ABS,Brain
2805,OR,TITLE-ABS,Heart
2806,OR,TITLE-ABS,Intestine
2807,OR,TITLE-ABS,renal
2808,OR,AUTHKEY,drinking
2809,OR,AUTHKEY,drinkable
2810,OR,AUTHKEY,potable
2811,OR,AUTHKEY,desalination
2812,OR,AUTHKEY,Esophagus
2813,OR,AUTHKEY,Brain
2814,OR,AUTHKEY,Heart
2815,OR,AUTHKEY,Intestine
2816,OR,AUTHKEY,renal
2817,AND,TITLE-ABS,drinking water quality standard
2818,OR,AUTHKEY,drinking water quality standard
2819,OR,TITLE-ABS,drinking water resources
2820,OR,TITLE-ABS,drinking water resource
2821,AND,AUTHKEY,drinking water resources
2822,OR,AUTHKEY,drinking water resource
2823,OR,TITLE-ABS,drinking 
2824,OR,TITLE-ABS,drinkable
2825,OR,TITLE-ABS,potable
2826,OR,TITLE-ABS,sustainable water
2827,OR,AUTHKEY,drinking 
2828,OR,AUTHKEY,drinkable
2829,AND,AUTHKEY,potable
2830,OR,AUTHKEY,sustainable water
2831,OR,TITLE-ABS,drinking water guidelines
2832,OR,TITLE-ABS,drinking water guideline
2833,AND,AUTHKEY,drinking water guidelines
2834,OR,AUTHKEY,drinking water guideline
2835,OR,TITLE-ABS,drinking
2836,OR,TITLE-ABS,drinkable
2837,OR,TITLE-ABS,potable
2838,OR,TITLE-ABS,reverse osmosis
2839,OR,AUTHKEY,drinking
2840,OR,AUTHKEY,drinkable
2841,AND,AUTHKEY,potable
2842,OR,AUTHKEY,reverse osmosis
2843,OR,TITLE-ABS,contamination of drinking water
2844,OR,TITLE-ABS,contamination of potable water
2845,OR,AUTHKEY,contamination of drinking water
2846,AND,AUTHKEY,contamination of potable water
2847,OR,TITLE-ABS,drinking
2848,OR,TITLE-ABS,drinkable
2849,OR,TITLE-ABS,potable
2850,OR,TITLE-ABS,aquifers
2851,AND,TITLE-ABS,aquifer
2852,OR,AUTHKEY,drinking
2853,OR,AUTHKEY,drinkable
2854,OR,AUTHKEY,potable
2855,OR,AUTHKEY,aquifers
2856,AND,AUTHKEY,aquifer
2857,OR,TITLE-ABS,drinking
2858,OR,TITLE-ABS,drinkable
2859,OR,TITLE-ABS,potable
2860,OR,TITLE-ABS,disinfection by-products
2861,AND,TITLE-ABS,disinfection by-product
2862,OR,TITLE-ABS,drinking
2863,OR,TITLE-ABS,drinkable
2864,OR,TITLE-ABS,potable
2865,OR,TITLE-ABS,disinfection byproducts
2866,AND,TITLE-ABS,disinfection byproduct
2867,OR,AUTHKEY,drinking
2868,OR,AUTHKEY,drinkable
2869,OR,AUTHKEY,potable
2870,OR,AUTHKEY,disinfection by-products
2871,OR,AUTHKEY,disinfection by-product
2872,OR,AUTHKEY,drinking
2873,OR,AUTHKEY,drinkable
2874,OR,AUTHKEY,potable
2875,AND,AUTHKEY,disinfection byproducts
2876,OR,AUTHKEY,disinfection byproduct
2877,AND,TITLE-ABS,quality of potable water
2878,OR,AUTHKEY,quality of potable water
2879,OR,TITLE-ABS,drinking water infrastructure
2880,OR,TITLE-ABS,drinking water infrastructures
2881,AND,AUTHKEY,drinking water infrastructure
2882,OR,AUTHKEY,drinking water infrastructures
2883,OR,TITLE-ABS,water
2884,OR,TITLE-ABS,defluoridation
2885,AND,AUTHKEY,water
2886,OR,AUTHKEY,defluoridation
2887,OR,TITLE-ABS,drinking
2888,OR,TITLE-ABS,drinkable
2889,AND,TITLE-ABS,potable
2890,OR,TITLE-ABS,THMs
2891,OR,AUTHKEY,drinking
2892,OR,AUTHKEY,drinkable
